pay	receive	V	1.83	NONE
crack	break	V	7.64	SYNONYMS
snap	bite	V	6.47	HYPER/HYPONYMS
excuse	lie	V	3.82	NONE
speak	communicate	V	8.47	HYPER/HYPONYMS
bump	push	V	3.62	NONE
bother	disturb	V	8.13	HYPER/HYPONYMS
explain	excuse	V	2.32	SYNONYMS
connect	join	V	8.63	HYPER/HYPONYMS
hold	squeeze	V	3.15	HYPER/HYPONYMS
sing	perform	V	4.98	HYPER/HYPONYMS
look	seek	V	8.13	NONE
put	lay	V	4.98	SYNONYMS
giggle	laugh	V	9.30	HYPER/HYPONYMS
comfort	snuggle	V	6.97	NONE
hate	kill	V	1.33	NONE
admire	like	V	8.80	NONE
squeeze	hug	V	6.64	SYNONYMS
seem	look	V	3.98	SYNONYMS
live	survive	V	6.81	SYNONYMS
go	wait	V	0.30	COHYPONYMS
fold	bend	V	8.13	NONE
let	give	V	4.81	HYPER/HYPONYMS
waste	want	V	0.33	NONE
pause	break	V	6.64	HYPER/HYPONYMS
drift	sway	V	5.43	NONE
roam	wander	V	9.13	SYNONYMS
save	spare	V	5.98	SYNONYMS
wander	drift	V	8.13	SYNONYMS
grab	grasp	V	7.47	NONE
attack	hurt	V	6.31	NONE
forgive	forget	V	1.00	NONE
like	dislike	V	0.17	ANTONYMS
bounce	jump	V	6.81	HYPER/HYPONYMS
throw	toss	V	8.60	HYPER/HYPONYMS
seek	hide	V	0.17	NONE
wreck	destroy	V	9.13	HYPER/HYPONYMS
buzz	fly	V	3.65	HYPER/HYPONYMS
stop	move	V	0.00	NONE
break	split	V	7.47	HYPER/HYPONYMS
lose	stray	V	2.82	NONE
draw	design	V	5.81	COHYPONYMS
worry	concern	V	7.80	SYNONYMS
move	flow	V	6.64	HYPER/HYPONYMS
jump	run	V	0.83	COHYPONYMS
wait	hold	V	5.15	HYPER/HYPONYMS
lower	lift	V	1.49	ANTONYMS
breathe	live	V	2.16	HYPER/HYPONYMS
hate	dislike	V	6.47	HYPER/HYPONYMS
munch	chew	V	9.30	HYPER/HYPONYMS
steal	buy	V	1.16	NONE
hit	run	V	0.17	COHYPONYMS
talk	whisper	V	5.31	HYPER/HYPONYMS
drink	slurp	V	6.94	NONE
lay	stand	V	0.66	HYPER/HYPONYMS
look	find	V	4.98	NONE
return	go	V	2.49	HYPER/HYPONYMS
bend	lean	V	5.31	HYPER/HYPONYMS
listen	understand	V	5.15	NONE
introduce	know	V	2.49	NONE
decorate	fix	V	3.15	COHYPONYMS
win	achieve	V	7.80	HYPER/HYPONYMS
push	press	V	6.47	HYPER/HYPONYMS
know	realize	V	6.31	HYPER/HYPONYMS
repair	fix	V	9.96	SYNONYMS
convince	argue	V	4.15	NONE
earn	spend	V	1.16	NONE
live	die	V	0.50	NONE
disappear	appear	V	0.83	ANTONYMS
mix	drink	V	0.83	NONE
cry	tear	V	3.32	HYPER/HYPONYMS
capture	catch	V	9.30	SYNONYMS
destroy	conquer	V	6.14	NONE
promise	keep	V	3.49	NONE
borrow	return	V	0.50	NONE
take	steal	V	6.31	HYPER/HYPONYMS
seem	be	V	4.81	HYPER/HYPONYMS
discover	learn	V	6.81	SYNONYMS
sink	swim	V	1.00	ANTONYMS
seek	find	V	6.47	NONE
chase	run	V	5.64	NONE
tell	respond	V	3.98	HYPER/HYPONYMS
agree	please	V	5.48	NONE
create	destroy	V	1.00	NONE
learn	understand	V	6.31	NONE
cuddle	hug	V	8.47	HYPER/HYPONYMS
enter	participate	V	7.14	SYNONYMS
drink	stir	V	1.33	NONE
hang	kill	V	4.32	HYPER/HYPONYMS
hold	capture	V	7.97	HYPER/HYPONYMS
lean	trim	V	2.41	NONE
chew	swallow	V	2.99	NONE
argue	yell	V	5.48	NONE
exchange	replace	V	6.14	HYPER/HYPONYMS
smash	hit	V	6.47	HYPER/HYPONYMS
hold	embrace	V	8.30	HYPER/HYPONYMS
grind	dance	V	4.81	HYPER/HYPONYMS
buy	replace	V	4.32	NONE
play	show	V	2.32	NONE
fly	flutter	V	5.15	NONE
walk	wander	V	7.14	NONE
glow	shine	V	8.63	SYNONYMS
dig	bury	V	3.82	NONE
lay	relax	V	5.98	NONE
forget	learn	V	0.50	NONE
get	bring	V	3.62	SYNONYMS
help	please	V	2.49	NONE
slide	slither	V	6.47	SYNONYMS
beat	fight	V	5.81	NONE
sink	fall	V	4.48	HYPER/HYPONYMS
kill	crush	V	2.99	NONE
spread	gather	V	0.66	ANTONYMS
accomplish	overcome	V	5.81	NONE
touch	grab	V	4.65	HYPER/HYPONYMS
grind	bump	V	3.82	COHYPONYMS
shake	stir	V	4.15	SYNONYMS
pick	pluck	V	5.98	SYNONYMS
return	come	V	3.02	COHYPONYMS
lift	push	V	1.99	COHYPONYMS
squeeze	play	V	0.66	NONE
give	exchange	V	3.15	COHYPONYMS
scare	shake	V	1.16	HYPER/HYPONYMS
flip	turn	V	6.31	HYPER/HYPONYMS
snap	crack	V	6.81	SYNONYMS
cheat	lose	V	1.16	NONE
cheat	lie	V	5.15	NONE
pop	snap	V	4.48	COHYPONYMS
fall	catch	V	1.00	HYPER/HYPONYMS
conquer	defeat	V	6.81	HYPER/HYPONYMS
know	decide	V	2.99	NONE
snooze	nap	V	8.80	HYPER/HYPONYMS
believe	doubt	V	1.00	NONE
walk	stand	V	3.15	NONE
draw	write	V	4.98	HYPER/HYPONYMS
greet	introduce	V	6.49	NONE
croak	die	V	7.97	SYNONYMS
wait	call	V	0.66	HYPER/HYPONYMS
play	practice	V	2.66	NONE
hug	kiss	V	2.49	NONE
say	repeat	V	3.65	HYPER/HYPONYMS
run	sweat	V	3.32	NONE
flutter	move	V	5.98	HYPER/HYPONYMS
give	pay	V	4.81	HYPER/HYPONYMS
glide	soar	V	7.47	HYPER/HYPONYMS
melt	boil	V	4.48	NONE
spend	buy	V	6.97	NONE
break	fix	V	1.16	ANTONYMS
polish	rub	V	5.48	NONE
conquer	beat	V	8.47	COHYPONYMS
go	run	V	2.82	HYPER/HYPONYMS
walk	run	V	2.99	COHYPONYMS
walk	roam	V	5.98	NONE
wait	stand	V	2.82	NONE
leave	wait	V	0.66	NONE
dance	flash	V	0.66	NONE
desire	want	V	9.46	SYNONYMS
convince	believe	V	5.15	NONE
run	move	V	6.31	HYPER/HYPONYMS
hit	hurt	V	4.23	HYPER/HYPONYMS
pay	raise	V	1.66	NONE
stand	sit	V	1.33	ANTONYMS
worry	think	V	2.57	HYPER/HYPONYMS
exist	be	V	8.47	SYNONYMS
lay	sit	V	2.99	HYPER/HYPONYMS
stay	sit	V	5.15	NONE
get	receive	V	7.97	HYPER/HYPONYMS
drain	sink	V	3.15	NONE
deliver	arrive	V	4.68	NONE
think	suppose	V	6.64	HYPER/HYPONYMS
discover	find	V	9.13	SYNONYMS
lift	raise	V	9.13	SYNONYMS
play	enjoy	V	4.98	COHYPONYMS
mix	combine	V	8.13	SYNONYMS
punch	slap	V	5.31	NONE
attach	combine	V	6.64	NONE
pull	grab	V	3.49	NONE
defend	attack	V	1.00	ANTONYMS
forget	remind	V	0.50	NONE
drink	sip	V	7.64	HYPER/HYPONYMS
bound	jump	V	5.64	SYNONYMS
save	protect	V	7.97	NONE
run	avoid	V	3.98	NONE
join	belong	V	5.98	NONE
cast	throw	V	4.98	SYNONYMS
aid	help	V	9.30	SYNONYMS
lick	bite	V	1.99	NONE
save	collect	V	4.65	NONE
bring	forget	V	0.66	NONE
drink	pour	V	2.32	NONE
ask	receive	V	0.50	NONE
wiggle	dance	V	5.15	NONE
carry	deliver	V	3.82	HYPER/HYPONYMS
repair	break	V	0.17	ANTONYMS
stop	interrupt	V	5.98	HYPER/HYPONYMS
limp	walk	V	3.82	HYPER/HYPONYMS
break	escape	V	2.82	HYPER/HYPONYMS
keep	stay	V	3.15	HYPER/HYPONYMS
keep	take	V	2.66	HYPER/HYPONYMS
admire	respect	V	7.14	HYPER/HYPONYMS
slip	fall	V	6.94	NONE
release	press	V	0.83	NONE
participate	join	V	5.64	NONE
wiggle	tickle	V	2.32	NONE
spring	fall	V	1.00	NONE
count	add	V	7.09	HYPER/HYPONYMS
give	take	V	1.49	ANTONYMS
hurt	slap	V	4.65	NONE
follow	search	V	2.49	NONE
suggest	talk	V	2.82	NONE
stay	leave	V	0.17	ANTONYMS
start	stop	V	0.33	ANTONYMS
fly	flap	V	4.32	NONE
leave	avoid	V	3.65	NONE
hunt	find	V	6.97	NONE
talk	sing	V	2.99	HYPER/HYPONYMS
say	do	V	1.33	NONE
sing	dance	V	1.99	NONE
fight	defend	V	6.47	HYPER/HYPONYMS
cough	swallow	V	1.99	NONE
scare	scream	V	2.49	NONE
fight	argue	V	7.14	NONE
dump	throw	V	4.15	NONE
connect	attach	V	7.64	HYPER/HYPONYMS
rub	pat	V	5.31	NONE
allow	admit	V	7.64	HYPER/HYPONYMS
choke	kill	V	5.64	NONE
wreck	smash	V	8.30	NONE
correct	prove	V	3.98	NONE
take	get	V	4.81	HYPER/HYPONYMS
earn	make	V	5.98	SYNONYMS
bring	take	V	2.11	SYNONYMS
snuggle	cuddle	V	8.47	SYNONYMS
fill	pour	V	6.14	NONE
hunt	shoot	V	7.14	NONE
enjoy	hate	V	0.17	ANTONYMS
stand	kneel	V	0.66	COHYPONYMS
judge	decide	V	6.81	HYPER/HYPONYMS
kiss	embrace	V	6.31	NONE
bury	die	V	3.32	NONE
forget	know	V	1.16	NONE
pinch	bite	V	2.49	COHYPONYMS
stretch	reach	V	6.31	COHYPONYMS
hear	listen	V	6.64	SYNONYMS
spill	drink	V	1.49	NONE
wrap	foil	V	2.99	COHYPONYMS
need	want	V	1.99	SYNONYMS
give	keep	V	0.83	HYPER/HYPONYMS
prove	convince	V	5.48	NONE
carry	lift	V	7.30	HYPER/HYPONYMS
show	see	V	5.15	NONE
relax	sit	V	4.48	NONE
create	design	V	8.13	HYPER/HYPONYMS
build	create	V	6.64	HYPER/HYPONYMS
play	participate	V	4.81	COHYPONYMS
kill	smash	V	5.48	COHYPONYMS
do	accomplish	V	6.97	HYPER/HYPONYMS
shake	wag	V	5.81	HYPER/HYPONYMS
spill	splash	V	4.48	NONE
gather	meet	V	7.47	SYNONYMS
hold	cuddle	V	6.47	HYPER/HYPONYMS
glide	float	V	5.48	COHYPONYMS
sit	jump	V	1.33	NONE
move	crawl	V	3.65	HYPER/HYPONYMS
comfort	help	V	6.14	NONE
speak	whisper	V	5.15	HYPER/HYPONYMS
glow	burn	V	4.32	SYNONYMS
erupt	blow	V	5.64	NONE
say	ask	V	4.15	HYPER/HYPONYMS
ask	want	V	3.15	COHYPONYMS
touch	rub	V	5.64	HYPER/HYPONYMS
attract	like	V	3.32	NONE
hug	embrace	V	8.63	SYNONYMS
look	listen	V	1.16	NONE
hang	hold	V	3.82	HYPER/HYPONYMS
pinch	hurt	V	5.64	NONE
pause	wait	V	8.80	HYPER/HYPONYMS
defeat	overcome	V	6.81	SYNONYMS
shake	wiggle	V	6.31	HYPER/HYPONYMS
take	borrow	V	5.81	HYPER/HYPONYMS
trail	lead	V	2.32	NONE
hear	speak	V	1.00	NONE
use	borrow	V	3.65	NONE
run	roam	V	4.15	NONE
reach	get	V	6.81	HYPER/HYPONYMS
lose	keep	V	0.00	ANTONYMS
crunch	smash	V	6.81	NONE
stir	mix	V	8.30	NONE
reach	grasp	V	4.15	NONE
prefer	choose	V	5.64	SYNONYMS
push	tug	V	0.66	SYNONYMS
hit	kick	V	4.65	HYPER/HYPONYMS
burn	cook	V	2.66	COHYPONYMS
tear	sew	V	0.50	NONE
believe	understand	V	3.98	HYPER/HYPONYMS
understand	realize	V	7.97	SYNONYMS
make	build	V	9.30	HYPER/HYPONYMS
touch	reach	V	3.65	SYNONYMS
cook	grill	V	6.64	HYPER/HYPONYMS
look	watch	V	8.30	NONE
laugh	cry	V	0.00	ANTONYMS
tell	explain	V	6.64	HYPER/HYPONYMS
participate	say	V	3.82	NONE
erupt	burst	V	6.97	HYPER/HYPONYMS
capture	escape	V	0.50	NONE
beat	pounce	V	2.82	NONE
arrive	come	V	7.14	SYNONYMS
admire	want	V	4.81	NONE
rescue	help	V	6.47	NONE
cry	worry	V	3.65	NONE
imagine	think	V	7.64	HYPER/HYPONYMS
control	run	V	1.36	HYPER/HYPONYMS
try	do	V	4.32	NONE
pull	tug	V	9.30	HYPER/HYPONYMS
beat	win	V	8.13	NONE
see	visit	V	6.14	SYNONYMS
waste	save	V	1.00	NONE
worry	doubt	V	5.89	NONE
leave	stray	V	5.64	NONE
show	tell	V	2.82	HYPER/HYPONYMS
understand	know	V	6.34	NONE
bound	tie	V	8.96	SYNONYMS
avoid	dislike	V	3.62	NONE
climb	hike	V	7.64	NONE
fall	jump	V	1.49	HYPER/HYPONYMS
like	prefer	V	8.80	HYPER/HYPONYMS
stamp	collect	V	1.16	NONE
lend	borrow	V	3.49	ANTONYMS
catch	receive	V	6.97	COHYPONYMS
stir	fry	V	1.83	NONE
talk	explain	V	5.98	NONE
leave	walk	V	1.83	NONE
whip	hit	V	6.47	NONE
leave	release	V	3.49	NONE
rattle	shake	V	6.97	HYPER/HYPONYMS
drink	swallow	V	4.98	COHYPONYMS
claim	say	V	5.81	HYPER/HYPONYMS
decide	think	V	4.65	NONE
catch	hold	V	4.32	HYPER/HYPONYMS
dash	run	V	8.30	NONE
glide	slide	V	5.13	HYPER/HYPONYMS
sew	mend	V	7.14	NONE
steer	drive	V	5.98	NONE
search	find	V	4.81	NONE
pray	ask	V	3.82	NONE
search	hunt	V	7.47	HYPER/HYPONYMS
finish	solve	V	5.98	NONE
remember	think	V	3.49	SYNONYMS
grow	learn	V	5.98	NONE
argue	prove	V	3.49	NONE
design	decorate	V	5.15	NONE
catch	throw	V	1.99	NONE
whip	cook	V	2.16	NONE
sing	scream	V	2.49	NONE
dance	swing	V	4.15	NONE
swing	hang	V	3.82	HYPER/HYPONYMS
hide	appear	V	0.50	NONE
spend	pay	V	6.64	HYPER/HYPONYMS
walk	follow	V	2.82	COHYPONYMS
weave	spin	V	4.32	COHYPONYMS
help	use	V	1.16	HYPER/HYPONYMS
help	concern	V	3.49	NONE
crunch	destroy	V	3.65	NONE
set	prepare	V	4.98	SYNONYMS
struggle	hurt	V	1.66	NONE
pinch	grab	V	4.65	NONE
move	tend	V	1.66	NONE
strip	drag	V	1.16	NONE
find	disappear	V	0.50	NONE
travel	hike	V	4.98	HYPER/HYPONYMS
reel	pull	V	5.98	NONE
pinch	dash	V	1.66	NONE
release	take	V	1.49	NONE
exchange	change	V	5.15	SYNONYMS
hear	repeat	V	0.66	NONE
scream	squeak	V	4.32	NONE
lower	kneel	V	2.99	NONE
give	borrow	V	2.66	NONE
happen	appear	V	1.83	HYPER/HYPONYMS
deliver	save	V	1.00	HYPER/HYPONYMS
crunch	crush	V	6.31	NONE
cough	yawn	V	1.66	NONE
recycle	use	V	2.99	HYPER/HYPONYMS
capture	get	V	4.98	SYNONYMS
sneak	look	V	3.65	NONE
examine	study	V	8.30	SYNONYMS
add	attach	V	7.30	NONE
change	convince	V	3.98	NONE
blame	forgive	V	1.00	NONE
accept	deliver	V	1.66	NONE
defend	kill	V	2.49	NONE
breathe	sneeze	V	2.32	NONE
tend	fix	V	3.32	NONE
stop	warn	V	3.47	NONE
stop	hurt	V	0.50	NONE
snatch	catch	V	3.32	COHYPONYMS
hope	need	V	1.99	NONE
boil	freeze	V	0.00	ANTONYMS
destroy	seek	V	0.17	NONE
walk	wiggle	V	1.16	NONE
teach	know	V	3.82	NONE
smell	spoil	V	0.50	NONE
choose	want	V	2.99	NONE
object	disagree	V	7.85	COHYPONYMS
remind	say	V	3.32	NONE
fold	wrap	V	4.68	NONE
cough	sniff	V	3.32	NONE
destroy	fix	V	0.50	NONE
chew	grind	V	6.31	HYPER/HYPONYMS
leave	join	V	0.17	NONE
scare	jump	V	2.66	NONE
blame	push	V	1.00	NONE
hang	fall	V	0.50	SYNONYMS
hurt	kill	V	4.81	HYPER/HYPONYMS
capture	chase	V	2.16	NONE
go	command	V	0.66	NONE
get	conquer	V	3.65	NONE
roam	search	V	4.81	NONE
keep	capture	V	5.81	NONE
treat	pounce	V	1.81	NONE
attach	join	V	7.47	COHYPONYMS
touch	push	V	4.15	HYPER/HYPONYMS
stop	freeze	V	6.31	NONE
lead	ask	V	1.16	NONE
taste	swallow	V	4.48	NONE
live	move	V	0.66	HYPER/HYPONYMS
freeze	burn	V	1.33	COHYPONYMS
throw	move	V	3.15	HYPER/HYPONYMS
guess	choose	V	3.49	NONE
recycle	waste	V	0.45	COHYPONYMS
travel	come	V	3.47	HYPER/HYPONYMS
fly	swim	V	0.33	COHYPONYMS
cook	stew	V	4.65	HYPER/HYPONYMS
ride	run	V	4.15	HYPER/HYPONYMS
lift	tow	V	2.16	NONE
become	seem	V	1.83	NONE
bother	ignore	V	0.83	NONE
go	drive	V	5.31	HYPER/HYPONYMS
aim	hit	V	2.99	NONE
change	stay	V	0.50	ANTONYMS
suck	sip	V	4.15	COHYPONYMS
weave	move	V	3.15	HYPER/HYPONYMS
describe	say	V	3.77	NONE
try	think	V	3.49	HYPER/HYPONYMS
wash	wear	V	0.66	NONE
lie	pretend	V	6.14	NONE
sprinkle	dash	V	1.99	NONE
rip	destroy	V	7.30	NONE
speak	suggest	V	4.48	NONE
connect	touch	V	5.98	HYPER/HYPONYMS
fix	set	V	4.48	HYPER/HYPONYMS
drip	fall	V	1.66	HYPER/HYPONYMS
affect	hurt	V	2.82	NONE
scream	cry	V	4.48	SYNONYMS
snap	crunch	V	5.64	NONE
disappear	shrink	V	3.15	NONE
express	explain	V	5.81	HYPER/HYPONYMS
protect	keep	V	3.98	HYPER/HYPONYMS
pounce	surprise	V	4.53	NONE
drive	desire	V	1.83	NONE
remove	loosen	V	3.32	NONE
lift	hold	V	3.82	HYPER/HYPONYMS
set	lay	V	6.14	SYNONYMS
blame	hurt	V	2.57	NONE
control	capture	V	4.65	NONE
raise	rise	V	7.30	NONE
beat	mix	V	5.64	NONE
grab	squeeze	V	4.32	NONE
surprise	guess	V	1.49	NONE
foil	cover	V	1.66	HYPER/HYPONYMS
look	read	V	4.48	NONE
hurt	bump	V	2.49	NONE
drip	melt	V	4.98	NONE
leave	appear	V	0.66	NONE
enter	escape	V	1.16	NONE
overcome	go	V	3.65	NONE
go	sneak	V	1.83	HYPER/HYPONYMS
shoot	yell	V	1.83	NONE
swim	splash	V	5.48	NONE
charge	go	V	3.32	HYPER/HYPONYMS
release	drain	V	4.15	NONE
leave	help	V	0.83	NONE
boil	bake	V	1.99	NONE
whistle	call	V	4.15	NONE
organize	set	V	5.64	HYPER/HYPONYMS
sing	play	V	2.32	NONE
give	treat	V	6.47	HYPER/HYPONYMS
set	put	V	5.64	SYNONYMS
hold	bear	V	5.31	SYNONYMS
pretend	suppose	V	4.48	NONE
protect	fight	V	3.49	NONE
release	loosen	V	4.65	NONE
stay	please	V	1.83	NONE
hatch	escape	V	3.82	NONE
repeat	understand	V	2.16	NONE
help	ask	V	1.00	NONE
dislike	admire	V	0.00	NONE
grow	live	V	3.47	NONE
push	lean	V	3.98	NONE
follow	leave	V	1.49	NONE
allow	grant	V	8.30	SYNONYMS
pray	communicate	V	1.99	HYPER/HYPONYMS
leave	float	V	0.66	NONE
pinch	tickle	V	2.16	NONE
create	become	V	2.32	NONE
command	control	V	8.30	SYNONYMS
need	get	V	2.16	NONE
collect	get	V	8.13	HYPER/HYPONYMS
lift	pick	V	6.47	COHYPONYMS
stop	spin	V	0.00	NONE
spray	sprinkle	V	4.15	HYPER/HYPONYMS
fight	conquer	V	5.81	NONE
pop	stretch	V	1.66	NONE
catch	release	V	0.50	NONE
bounce	move	V	3.82	HYPER/HYPONYMS
affect	touch	V	3.65	SYNONYMS
stop	walk	V	0.17	NONE
swim	flutter	V	0.83	NONE
please	like	V	2.82	HYPER/HYPONYMS
kill	conquer	V	3.82	NONE
yell	warn	V	3.15	NONE
claim	lie	V	1.33	NONE
become	appear	V	2.82	NONE
gather	bring	V	4.65	NONE
go	sell	V	0.66	COHYPONYMS
ask	talk	V	5.31	COHYPONYMS
spray	shoot	V	2.49	NONE
ignore	ask	V	1.33	NONE
correct	change	V	5.64	HYPER/HYPONYMS
frame	freeze	V	1.66	NONE
stain	remove	V	0.17	NONE
practice	learn	V	4.65	HYPER/HYPONYMS
like	imitate	V	1.33	NONE
drain	remove	V	5.48	NONE
ride	go	V	4.65	HYPER/HYPONYMS
gather	take	V	5.48	NONE
sing	whistle	V	3.15	SYNONYMS
steer	move	V	4.98	NONE
swing	push	V	3.98	COHYPONYMS
shiver	freeze	V	5.15	NONE
take	lift	V	4.32	HYPER/HYPONYMS
enter	return	V	2.49	NONE
spill	stain	V	3.82	NONE
accept	want	V	2.66	COHYPONYMS
soak	stain	V	1.83	NONE
launch	set	V	1.83	NONE
tend	give	V	3.15	NONE
choke	tie	V	1.49	NONE
pray	pounce	V	2.99	NONE
achieve	conquer	V	5.31	NONE
do	think	V	2.16	NONE
taste	touch	V	1.83	COHYPONYMS
seem	believe	V	1.33	NONE
ask	respond	V	2.82	NONE
buzz	hum	V	4.98	SYNONYMS
toss	tumble	V	2.82	HYPER/HYPONYMS
go	begin	V	4.32	COHYPONYMS
breathe	choke	V	1.33	HYPER/HYPONYMS
slap	kick	V	3.49	NONE
blame	admit	V	1.00	NONE
smell	feel	V	2.16	COHYPONYMS
rip	tug	V	5.64	NONE
fall	lay	V	3.32	NONE
bite	scratch	V	1.99	NONE
punch	stamp	V	4.32	NONE
start	run	V	1.99	NONE
lead	organize	V	4.81	NONE
keep	return	V	0.66	NONE
stop	turn	V	2.16	NONE
steal	grab	V	5.73	COHYPONYMS
leave	meet	V	0.83	NONE
destroy	save	V	0.30	NONE
steal	return	V	0.17	NONE
wake	awake	V	5.64	SYNONYMS
receive	achieve	V	1.00	NONE
separate	drift	V	5.64	COHYPONYMS
sit	dance	V	0.66	NONE
pick	gather	V	6.64	HYPER/HYPONYMS
weave	make	V	4.98	HYPER/HYPONYMS
move	slither	V	4.48	HYPER/HYPONYMS
awake	snore	V	0.66	NONE
drift	fade	V	5.98	NONE
bring	send	V	1.99	COHYPONYMS
meet	join	V	5.31	NONE
gather	leave	V	0.83	NONE
swim	run	V	1.83	COHYPONYMS
do	become	V	2.99	NONE
lose	earn	V	0.17	ANTONYMS
boil	burn	V	2.99	COHYPONYMS
grind	rub	V	4.65	NONE
leave	skip	V	3.32	HYPER/HYPONYMS
leave	ignore	V	4.48	NONE
hold	pull	V	2.32	NONE
yell	talk	V	2.32	HYPER/HYPONYMS
flutter	kick	V	1.00	NONE
rinse	flush	V	5.89	HYPER/HYPONYMS
have	receive	V	2.99	SYNONYMS
tie	weave	V	3.49	NONE
see	travel	V	4.65	HYPER/HYPONYMS
explain	spell	V	3.15	NONE
make	allow	V	1.83	NONE
deliver	stand	V	0.00	NONE
hug	pat	V	3.15	NONE
plow	hit	V	3.65	NONE
reach	hold	V	3.15	NONE
stop	help	V	1.21	NONE
sing	chirp	V	5.31	HYPER/HYPONYMS
believe	feel	V	2.99	HYPER/HYPONYMS
protect	kill	V	1.49	NONE
forgive	understand	V	3.15	NONE
help	depend	V	2.32	NONE
separate	attach	V	1.00	NONE
throw	use	V	1.66	NONE
stay	fade	V	0.50	NONE
grasp	take	V	5.31	NONE
swing	fall	V	0.83	COHYPONYMS
forget	overcome	V	2.16	NONE
know	suggest	V	1.83	NONE
move	remove	V	3.49	HYPER/HYPONYMS
show	look	V	1.33	NONE
speak	scream	V	2.82	HYPER/HYPONYMS
seem	pretend	V	4.65	NONE
feel	express	V	6.31	NONE
visit	talk	V	2.32	HYPER/HYPONYMS
drift	flow	V	6.81	NONE
attempt	go	V	1.83	NONE
kill	look	V	0.00	COHYPONYMS
crash	fall	V	3.49	HYPER/HYPONYMS
tow	take	V	2.82	NONE
win	struggle	V	0.66	NONE
blame	excuse	V	1.36	NONE
deal	sell	V	4.48	SYNONYMS
understand	solve	V	5.15	HYPER/HYPONYMS
control	stop	V	3.49	NONE
respond	say	V	7.97	HYPER/HYPONYMS
disturb	wake	V	4.98	NONE
grab	tackle	V	5.81	NONE
prove	solve	V	5.48	NONE
achieve	earn	V	6.14	NONE
touch	pinch	V	3.17	HYPER/HYPONYMS
bend	shake	V	1.49	NONE
flush	drain	V	5.81	COHYPONYMS
stain	wash	V	0.17	NONE
save	earn	V	2.66	NONE
drink	suck	V	5.48	HYPER/HYPONYMS
wander	lose	V	1.83	NONE
launch	send	V	5.31	COHYPONYMS
spin	dance	V	1.66	NONE
tear	split	V	8.47	HYPER/HYPONYMS
create	draw	V	4.48	HYPER/HYPONYMS
tend	leave	V	0.66	NONE
bump	crash	V	3.47	NONE
scare	laugh	V	0.66	NONE
teach	explain	V	7.80	COHYPONYMS
need	use	V	2.49	NONE
return	arrive	V	3.15	NONE
slurp	swallow	V	4.48	NONE
follow	go	V	3.65	HYPER/HYPONYMS
destroy	hurt	V	5.64	NONE
catch	find	V	3.98	HYPER/HYPONYMS
sell	suggest	V	2.66	NONE
play	set	V	1.00	HYPER/HYPONYMS
attach	fix	V	4.65	HYPER/HYPONYMS
flow	go	V	5.31	NONE
forget	think	V	0.33	ANTONYMS
feel	taste	V	1.16	COHYPONYMS
graze	roam	V	5.48	NONE
use	waste	V	2.66	HYPER/HYPONYMS
wash	fade	V	1.83	NONE
mend	repair	V	9.30	SYNONYMS
convince	win	V	2.16	NONE
wash	spray	V	4.65	COHYPONYMS
collect	organize	V	5.31	NONE
hit	crash	V	6.31	HYPER/HYPONYMS
receive	accept	V	6.31	HYPER/HYPONYMS
wear	remove	V	1.49	NONE
shoot	hurt	V	5.31	HYPER/HYPONYMS
squeeze	cuddle	V	5.31	HYPER/HYPONYMS
croak	cough	V	2.32	NONE
stand	rise	V	6.81	NONE
laugh	hoot	V	5.98	NONE
steal	give	V	0.66	NONE
rub	feel	V	5.64	NONE
carry	help	V	3.15	COHYPONYMS
dare	accept	V	1.16	NONE
play	fight	V	3.49	NONE
sew	attach	V	7.14	HYPER/HYPONYMS
hold	touch	V	6.31	HYPER/HYPONYMS
organize	fix	V	3.32	NONE
attract	catch	V	2.82	HYPER/HYPONYMS
taste	try	V	4.81	SYNONYMS
wait	sit	V	2.99	NONE
wag	wiggle	V	6.81	HYPER/HYPONYMS
accomplish	conquer	V	5.31	NONE
toss	flip	V	6.81	SYNONYMS
meet	visit	V	7.30	HYPER/HYPONYMS
protect	hide	V	4.65	NONE
bend	angle	V	6.64	HYPER/HYPONYMS
discuss	explain	V	7.14	NONE
burn	crash	V	1.99	NONE
pour	drain	V	4.81	COHYPONYMS
disappear	remove	V	5.64	HYPER/HYPONYMS
doubt	know	V	1.00	NONE
get	go	V	0.66	SYNONYMS
reel	turn	V	3.82	HYPER/HYPONYMS
scream	kick	V	1.99	NONE
aim	look	V	2.82	NONE
listen	concentrate	V	4.98	HYPER/HYPONYMS
desire	hope	V	6.81	HYPER/HYPONYMS
practice	dance	V	0.91	NONE
drip	spill	V	4.98	NONE
deliver	get	V	1.99	HYPER/HYPONYMS
fly	drive	V	0.83	COHYPONYMS
fill	dig	V	0.17	NONE
mend	bend	V	1.16	NONE
hurt	pluck	V	1.49	NONE
control	steer	V	7.14	HYPER/HYPONYMS
believe	think	V	5.15	SYNONYMS
accomplish	become	V	3.98	NONE
give	allow	V	4.65	HYPER/HYPONYMS
separate	join	V	0.33	ANTONYMS
write	say	V	2.49	NONE
call	listen	V	1.99	NONE
go	pause	V	0.66	NONE
sneak	scare	V	2.32	NONE
hear	whisper	V	1.66	NONE
teach	give	V	4.15	NONE
reach	achieve	V	5.81	SYNONYMS
sweat	relax	V	0.17	NONE
come	join	V	4.98	NONE
fight	hate	V	3.32	NONE
be	do	V	0.83	HYPER/HYPONYMS
